Buena,Mala
0,-2.1438464424063524,1.2202136078014632
1,-1.6935829990690843,0.35160581040901306
1,3.5931374556600693,2.0309834356289063
0,-2.097972756132419,1.574835418456324
0,-2.4067545730260873,1.7494177114740024
1,-0.6351705203053021,-3.5366767298076156
1,0.7537339874536414,-4.438942846625334
1,3.8034022449539466,2.4896634820764136
0,-2.7086910742944648,1.1122104368365344
0,-2.53374894804058,1.8894268554852776
1,1.9668196291929152,-0.6628315978180049
0,-2.3568622577729865,0.9997225845406645
1,1.3369570231516237,-4.593052468433152
0,-2.250040679120649,1.7970992549820664
1,2.238192921845857,2.77173912996614
0,-2.2785493759341184,0.9941838683187947
1,1.35162466914911,4.6343480709220115
0,-2.8549071231385756,1.6152540483339601
0,-1.561035623321236,3.7573489798750264
0,-2.0380479798902207,1.381561022312971
1,0.4706400764554475,-4.1832846033076185
1,2.136074616514849,-4.165827295739476
1,-2.4525262241062844,1.1680151538537955
0,-2.7773332407935154,1.9094650871390861
0,-2.657655551204823,1.0226669902313983
1,-2.3789300389919585,4.042779179156867
1,-2.45759101997014,1.0995035256840893
0,-2.4259168953488377,1.0077523981697807
1,-2.520103703006888,1.9754046941974397
0,-2.8270581887675066,1.8416380842600728
0,-2.617525628826156,1.0005991311748654
0,-2.6630568147518714,1.3849961077449242
0,-2.2918693840634807,1.206146148460332
1,2.2591807989331585,1.4363377235310693
0,-2.859651154101039,1.2239766103669396
0,-2.746433558377901,1.9153045742312753
0,-2.874827187621982,1.7247399357757165
1,-1.9000995310184021,-2.758294532243628
1,-2.2217594819729842,-4.892420215885912
1,-4.707348152802317,-1.4397113206331769
1,2.659882626374097,-3.0586766599368405
0,-2.7758115923300593,1.3166567707313765
1,-4.075400651559427,3.6040492130890662
1,-3.6289495925266255,4.873587328679409
1,-2.765627624158858,1.5945988534632436
1,-2.7881030330712075,1.8067465459448608
1,-2.1346592926980485,1.1667468252772313
0,-0.82847463923161,0.40827393590517624
0,-2.703206038754699,1.7579530419978155
1,-3.7636868442154765,-0.34034970460217306
1,-2.1380747923720014,1.8019530598499471
0,-2.426726233141168,1.0262650599504743
0,-2.534042618302581,1.0761635666157976
1,4.51811620403018,-1.6240642315915854
0,2.100012440923505,0.8702926573599018
1,-2.5541023865095527,1.2533104213342567
0,-2.38313056919472,1.249531815122002
0,-2.46719491795982,1.1607953969401308
0,-2.237701188591588,1.6213503066317971
0,-2.463076760431247,1.723522768658673
0,-2.2032489104018795,1.6179143893994046
0,-1.3812825831344377,-3.824146517073928
0,-2.8348165844436197,1.7868237139449048
0,-2.9462620467673917,1.5500276328460298
1,-2.4166188971550797,4.547923070043606
0,-2.009187738776798,1.5136187891711022
1,-0.36406534183968164,-2.2353817150190753
1,-0.40076345633289434,-0.7353625343200454
1,-0.7306864430622323,-2.3706949953772947
0,-2.969632830164449,1.6834882844921961
0,-2.1281648602713377,1.7067197611499485
1,-2.7321495703547165,2.6554471428693747
1,0.9403237353811922,-4.357874498293263
1,-3.0002970701633385,1.6112953047926688
0,-2.5884912865361143,1.682221351911549
1,-1.8954526547794366,-4.11125912226262
0,-3.039162815704324,1.2376481640223271
1,4.621883473142537,1.5353276537252665
1,-2.3540680013570645,1.7333917524999753
0,-2.2925185713222884,1.2778927863425333
1,-0.10898891927129672,-4.211115791803683
0,-2.308299864062165,1.3809552021526565
1,-3.889735339873966,-2.743586616879204
1,-3.17480991153897,-1.8815315711677838
0,-2.215214938424583,1.6146075624871843
1,0.0636213596205909,-0.9014248242620215
0,-2.244737060963417,1.6268651775612466
1,2.5821122917136097,3.345594426121164
0,-2.229754226411859,1.2716187368546272
0,-2.6370711952848294,2.1113984445460448
1,3.791967265438525,0.6112166504148064
1,-2.492633222151303,1.560151315075712
0,-2.38763430911726,1.2977686397146189
1,-4.097319438182439,1.9962594585091764
0,-2.0419359470469667,1.6215970594260023
1,1.8379988486445527,3.3384000016626656
0,-1.9058447733178,1.59627533179847
0,-2.541059536828228,2.0773405482772285
0,-2.5190454411259373,1.1624177498041783
1,2.5678886850546774,2.260288002819823
0,-2.1832489584926282,1.1208116107087855
1,-3.8422544615506613,-4.771627191597084
1,-4.44871891175149,0.46612384406386653
1,-3.7504974087766985,4.463215292561501
0,-2.00632784085463,1.7353983735041356
0,-2.4723304386110385,1.31772351885416
1,-4.634654806984442,3.753293480904519
0,-2.5385626517793027,0.9833906983496847
0,-2.109535891505155,1.1820667714528645
1,4.403841288360113,1.2970760481682126
1,-4.380483779016855,0.417303890846471
1,0.7210354061820201,2.8057823166714204
1,0.5700360376338887,4.896178874039539
1,-4.27675130615442,1.8141966973654966
1,-4.8568413332291085,-4.4166863391167395
0,-2.8684091563797445,1.2718415218682741
1,-3.0638781178561434,-3.0349869995126606
1,-3.7526178852678074,4.69258147540427
0,-2.6009536250754444,1.961432515182874
0,-2.500886446033201,1.2632997473460086
1,2.7057378070241755,1.9271884686033514
1,-2.580937723497709,3.3707068546379997
1,0.5462692627803528,3.0145762300415333
1,-2.6998610378674943,1.7854025674333045
1,3.982821567202772,-1.672878934012333
1,1.3971516070592744,-2.0245319367076107
1,-0.6070450399316507,3.974026449037737
0,-2.5490624771660855,1.384042902095075
0,-2.4360050332362646,1.0076054854426548
1,-2.9328609160241093,1.2086647374825907
0,-2.9854943752024825,1.3972862610661687
1,-1.3392794523312683,-1.7738319156009286
0,-1.9830403677470003,1.4501536905046395
0,-2.08108177597338,1.4316527060420428
1,-0.3943733138715505,-0.23025605242250335
1,-1.9964651625449221,0.5827864943117972
1,2.9529012920033573,-2.5118512103291883
0,-2.513239790440842,1.2466563959363333
0,-2.6994112828933665,1.3968761815032391
0,-2.6975204271177375,1.3474459647704133
0,-2.607257923618686,1.3856163803143393
1,2.2123111907062993,-1.966851699981701
0,-1.931740144665549,-0.6258185041147357
1,4.731975376660491,-4.02572330306166
0,-2.476237358684063,1.2324503783800684
0,-2.7220032889838923,-3.5801669677172523
0,-2.9663007947991815,1.2880828936028637
1,2.324094673065442,-3.9145636997903654
0,-2.616421725528725,2.0103374867716397
1,-4.728085680585663,0.24705521705170708
0,-0.818109518625697,2.0033970030860826
1,4.43291668062218,2.3051851129728447
1,4.632390722122019,1.3585157312523273
0,-2.7945897131264728,1.6792324555222549
0,-2.0670692925579974,1.343099599531537
1,-4.281722754377576,-3.830766984274093
0,-1.999063844643627,1.6022688548886843
1,-3.5384396090633836,-4.2888557606685085
1,1.5872359624417565,4.494906810734813
1,1.2705334705799276,-0.42913571669094264
1,-2.465845610949083,1.6781222333301236
0,-2.0785870828990998,1.2310823010124081
0,-2.3877793596570553,1.9786784043069345
0,-2.4913407113149875,1.5610203526731188
1,1.3673979138849157,2.5297042442122475
0,-2.1970670704971895,1.0857646231236058
0,-2.6558547920189852,1.9200752150677673
0,-2.3144420944292334,1.787441267988191
1,4.858458183163995,1.931557574008751
0,-2.2384012200184618,1.2829977718779126
0,-2.2914158674433853,1.9535292345002073
1,1.5918945351615865,2.2841993065657835
1,-3.928311775244854,-4.815130357769292
0,-2.376028580162897,1.0660684977077652
0,-2.471152097394084,1.4790159482243046
1,-1.9241936310984613,-3.7257222400079626
0,-2.4474068659612955,1.8232087480629122
0,-2.7426391920172097,1.8554096854439004
0,-2.9040092969036517,1.358649988370491
1,-0.19326874622651424,2.7738592916669766
1,-1.2337229561580703,-4.437194732538982
1,4.313958968385108,1.462238371169019
0,-2.294775809447032,1.1991072403622147
0,-2.158162566888144,1.2174946727959557
0,-2.5942246013337016,1.5839796507859094
0,-2.5799472371545455,1.913852076089352
0,-3.126837844242263,1.410820246731349
1,3.9682502643253583,-0.5585092104379696
0,-2.284405194495708,1.78819736774535
1,-0.37115090269217665,2.240648397487273
0,-2.6801605313422003,2.0259312190727177
0,-2.608094481883403,2.0948090018489616
1,0.026857247049778543,3.686445673019376
1,-1.726661158908977,2.5855748657771063
1,2.8606264823907797,2.8027440636422885
1,-1.8702795711443794,1.9832744118614514
0,-2.6476072711134524,1.5692187864134306
0,-2.8797594485244367,1.5860471158316911
0,-2.8712959114100514,1.7149615778715068
1,-0.03424409178863774,-1.300937270335375
0,-2.6753706146789824,1.2174696446960616
1,4.162239017916251,-1.6190376888648568
1,3.0731763743238676,0.5048284176629275
0,1.8119051553634469,2.262461535403765
1,-2.60189516200965,1.9230122516886539
0,-2.4912938185283897,1.5937846780622666
1,0.24745127043315218,2.767226530084951
1,-0.1464585561618731,-2.1198132233788107
0,-2.1132714188361255,1.3118448579764541
1,4.79597090490591,4.095245620855212
1,2.8585910520355835,3.0256098201288766
0,-2.3951882364238903,1.970009178791377
1,-2.42233676840165,1.7431259217141715
0,4.5268846583543985,-4.249946690037365
1,-1.710779217966123,-1.3898035031147686
0,-2.244226229107451,1.5893175979078942
1,0.6021157477759848,-4.823415107947745
1,0.676857782574487,4.89046454899664
1,1.8482035534895207,2.594272140616987
0,-2.77709489667392,1.4786766556659074
1,-3.2247346500880942,2.7361934031357515
0,-2.3507776324901997,1.055835724116274
0,2.9511378560647366,-0.5675975354419766
0,-2.61473337666352,0.9950609319712878
0,-2.687064669860866,1.3788597633202635
1,-0.9980822927555311,2.3554550962608003
0,-2.2387872174102053,1.3384715141967112
1,3.136461937860575,0.16482298260999895
0,-2.718493314262826,1.7846613467164303
1,-2.1656903861182597,-2.2312942896778143
1,4.942371325105832,-0.6834490832830886
0,-2.2205191396707136,1.4737100208007612
1,2.232319107706802,1.6567110874410256
1,-1.7099397895161035,1.3899751885411793
0,-2.5801512265802082,1.9712480294001458
1,3.529514251492075,-3.456887281065444
0,-2.8370478724671058,1.6701132146012228
1,-0.9734109139026964,-1.452750616188665
0,-2.5001511248643005,1.0917329666761
0,-2.6815086443554605,1.4043954664200693
0,-2.2059329013843754,1.2042120475662292
1,-2.0596678193254148,1.5166983772849707
0,-2.4201963228711763,1.9189847653603025
1,-3.8732885589884303,0.8334090409321143
0,-3.131282977444256,1.3002652415693619
0,-3.1028392297647347,1.3255148786830204
1,-1.2307624031284803,-3.5853792965717353
0,-2.316930720451067,1.1383625643246107
1,1.7184992654595954,-3.4036615958717853
0,-2.307459436296301,1.5853221521473486
1,2.2002239445417526,-3.503213399399959
1,4.6474432059442465,-3.6567351504013046
1,-0.9219916908879155,-2.994850139739259
0,-2.2912556235914976,1.1384709317036728
0,-2.49372101220379,1.5003215542737678
0,-2.7017686467516073,2.0366670784882874
1,3.322561416483987,-4.755549672358986
0,-4.4434521781427945,2.5343992200046053
1,-2.4323633109902603,0.9685827565020033
0,-2.3749409355219084,1.6680221691878427
1,-3.9715851492333263,-3.5215220567974432
0,-2.2424547663017984,1.3685477169324485
1,1.6484853115441083,1.0304105185121455
1,-4.7345759850173765,-1.0499995905678383
1,0.4460411300207179,4.403591595545186
1,3.4857703586657762,3.438628427888641
1,-4.336601751964278,-3.7632975258194468
0,-2.0554940150133576,1.3704196945543892
0,-2.462605278409675,1.201702013080518
0,-2.4069966081696217,1.013338045640789
0,-2.704222271206516,1.9571936749985097
0,-2.830851815271905,1.5653256065999674
0,-2.870682273388659,1.738006570048658
1,3.569074825306874,1.771709542096318
0,-2.4621600385610485,1.1770979503222154
1,-1.598488878965581,-1.0153763776621845
1,-2.0787805083231565,-2.0837533848267755
1,3.8394552190307034,-2.8667576285024836
0,-2.361727028753374,1.237768106128958
1,4.098677245533988,1.0716660875837118
1,4.954920514031262,-3.9436849787206767
1,-3.5783189931809263,0.16210477544486734
1,2.346270097603527,2.2957979356893423
0,-2.354880315509121,1.4242014420830649
0,-2.361727515951701,1.6519379144419606
0,-2.387383035986825,1.2631458470619532
1,-1.8574925582700796,-0.7404305589315857
0,-2.436885956127132,1.7091238535701234
0,-2.173378504725274,1.1968821405607644
0,-2.739963069235355,1.6246846409771396
0,-2.267094440111041,1.6964441851796281
1,-1.9481528190932371,1.6486966289571519
1,0.38708890141614327,4.341239622077138
0,-2.235124950007253,0.09076710701105828
0,-2.2362018065829807,1.2861000447407749
0,-1.9748684454678442,1.6640387452070011
0,-2.868288778766032,1.845767524694575
1,-2.7767184394376225,1.487291888010727
0,-2.3706342399361064,1.8275317446665742
1,-2.2978660365605896,4.2575178076307605
0,-2.967688736360501,1.2769954346708237
1,1.1481837157858403,4.700972101925714
1,-3.3327982150171387,-2.231588664525113
0,4.112611311729309,-1.3957644239201912
0,-2.6568396138647934,1.6909669300944827
1,1.7832275515676632,2.1219975366531347
0,-2.28595118947016,1.4469674070585028
1,-4.548093026503658,2.7940211902250702
0,-2.08806598679167,1.4792042168534931
1,3.9763649782005874,0.2095934796794091
0,-2.7791896859110654,1.9437796805066188
0,-2.630857542409077,-3.7440704707532
0,-2.3941464475853786,1.653428149463134
1,-1.5177005098020118,-2.7402416186407903
1,-1.3557104748940678,4.692341628272435
0,-3.0290378438722256,1.513587474742472
0,-2.6466960124460486,1.3766748387672623
1,1.4449199813641933,1.9028153637313432
1,-3.8423961640059154,0.3501437807829588
0,-2.662555806443849,1.6760194911047004
1,-2.7731040520694923,4.803877543567772
0,-2.4880772490341725,1.4566618861159952
1,4.64383063486025,-4.15812549255272
1,4.958777305690144,1.8503350227050719
0,-3.067848709632443,1.4496472070300035
1,-4.815574095635311,-2.413733192514218
1,-2.4802957142754165,1.4042207316787847
1,-4.183225119890699,0.12236471615359679
0,-1.9152050650287573,1.6145553058936644
1,4.857094440595005,0.03462763711385264
0,0.3682798732133802,-4.7782066458712045
0,-2.702648165228246,1.6873556655432989
0,-1.8531418095847911,1.651567085597998
0,-2.452558106152973,0.9664372442661255
1,4.914606209391847,-1.4059825445580736
0,-2.8437248215714295,1.3755078359042003
0,-2.500610791558387,1.8379087936000724
0,-2.6759552311520354,1.2194343921167452
1,4.471111183371709,3.0259064163482137
0,-2.9388033130539455,1.737055559296309
0,-2.5110201303995625,1.3176714604009674
1,-3.5877718125778086,-2.433612999159031
0,-2.6892343513377233,1.05402018043621
1,-1.3486489832810467,4.34151939292318
1,-2.3989396449538756,-1.1259253573158317
1,-0.7644009475946012,1.3477360000435161
1,-2.604752828330794,-1.5284017390015103
0,-2.1229402643270494,1.675740584492206
1,0.7591754238548953,-0.7497438652050892
1,-2.4682457818958286,1.9395655979945117
1,-4.984761074885771,1.4531583417128857
0,-2.4339846031480574,1.5903703605228643
1,-3.951497497847238,-2.0531781064788874
0,-2.152989303086458,1.2781776825041526
1,0.06076191694133315,-2.0514042794535814
1,-4.789578209673106,-3.2951779979260736
0,-2.0414324429449815,1.3899248870090821
0,-2.4601864594801617,1.4394928873830704
1,4.60114604159501,2.038297935178352
0,-2.5115287526611354,1.1281361687599278
1,1.3400580373754463,1.2661505648414162
0,0.6923830438824696,-1.7215668940155648
0,-1.9703403530628016,3.4139226276686103
0,-2.085017136133973,1.7689996287972318
0,-2.4152880550634968,1.1512244013402282
0,-2.3304257675651905,1.2756810843715658
0,-2.5997685391039305,1.6357443830114087
0,-2.542695985003429,1.1876472955497483
0,-2.4083626192154073,1.9265263492755809
0,-2.912360739560846,1.758880863320072
0,-2.3979620555002823,1.8844962096117817
1,0.5957382162695601,-0.6185176506339379
0,-2.415158984054737,1.6697044743936493
0,-2.2963794438613965,1.1406413115062217
1,-2.2068298774983512,0.8995228168500574
1,0.8464075564238388,0.9858407128338187
0,-2.6019544801484447,1.5563846788191502
1,0.238733496881951,-2.7439028705883746
0,-2.298835125449261,1.7000686968944398
1,-2.016084981852457,2.379270219129765
1,0.6905234247938985,4.594478098107684
1,-2.1832926153653487,1.5570434240978606
0,-2.3753656942322703,1.4810348133757998
0,-2.7544562997091644,1.987144898931569
1,-4.651283806454904,0.00336653541305465
0,-2.3958836525320297,0.9810755025797042
0,-2.20257992794971,1.4826174630835482
0,-2.669933448809532,1.3314686117975267
1,-4.411508250607478,-2.853836260494149
0,-2.9452153330758986,1.4593444367653303
1,2.0801118354102783,0.005594964054352336
0,3.044997942224767,-1.4675446476327254
1,4.634063696680014,4.02015926304468
1,-3.8567037238671915,-3.816331642116546
1,4.380792688937901,1.7754318160588882
0,-2.7881534901726264,1.2853942963453353
0,-2.9383550296772336,1.2734074953565677
0,-3.4774899597471802,-0.2986341178476498
0,-2.1049014299643436,1.3760084965160266
0,-2.7336817911408273,1.0822264867645275
1,-4.260769866280364,-4.49162371543441
0,-2.6561747830050475,1.83654295035685
1,1.1878511274063142,-0.40437789852495465
1,3.405296859588351,-0.13312006816835198
1,2.6205662723346874,-0.5139845944869126
0,-1.6470402695277242,4.454142604410464
0,-2.1027441497405412,1.5211961442200224
0,-2.244623540503529,1.2589385402171716
0,-2.2881297022783977,1.0408856147688141
1,-1.6628182617674496,1.4703314918326382
1,0.21506954482699514,-4.814415845007861
1,2.8175620451338395,-1.408458750272608
1,-2.854249669359326,1.3620468519159639
0,-3.0306403761457474,1.4022239533403933
0,-2.5642028042033314,1.397612332163125
1,3.2408651396607158,0.6706029226482124
0,-2.626024341294225,1.9987720706852468
0,-2.60475022187108,1.3148645798942051
1,-2.2143653688744207,1.642510010536893
0,-3.9609124366589112,-4.192353685710096
1,-2.243270620101829,-1.7472468225185889
0,-2.7433529472841283,1.8083107368436058
0,-2.963101625190167,1.421064516778454
1,-3.7546453361765906,4.078886943017185
1,-3.3714671679154486,1.6237003493605822
1,-2.3879417111018433,1.1725262595859687
1,1.2832518254725618,-2.1354526058553724
0,-1.9621304341164811,1.5461419238890413
0,-2.173397571044081,1.8874115389703339
1,0.9895300978502747,2.508781629818583
1,-2.396010530353364,1.8572562695542143
0,-2.9725599821312634,1.5807019079726143
1,-1.1828676053824594,1.4147955348462693
0,-2.7940091998492766,1.886060058027427
0,-2.9160585194898867,1.3780265087497634
0,-2.3890953554486605,1.3970094370864548
1,-4.804426917735251,2.6898371169993815
0,-2.681561066019479,1.108699480800991
0,-2.3015920275143618,1.6655259736134465
1,4.013355495249419,-4.003978104087345
0,-2.7135650972185896,1.6355685471217196
1,-1.9641234071158893,1.516584355167364
1,1.1073616422465267,4.107652665808804
1,0.4280682700256344,-4.486870265923168
0,-2.6731939245201777,1.9793129504290994
0,3.11303121715867,-3.4829428204602597
1,-0.3333406969728292,4.632856769827254
0,-2.19225241354748,1.0805107620234158
1,0.1722306391664491,1.618679262525965
0,-2.9993635425511505,1.3057690220260965
0,-2.4843030094255725,0.9915544129995117
0,-2.327908343799581,1.6366243347985072
1,1.493967787666341,-0.09722988419239853
1,-3.905086290777888,3.4375059252352553
0,-2.231195288972994,1.8033547382248796
0,-2.8048080464989487,1.443900048675495
1,4.245444261314997,-4.124430744132254
1,3.0016062686150335,1.2915697707087503
0,-2.8320732056508966,1.5013416064101908
0,-2.876249912881101,1.290607478269904
0,-2.473547842891503,1.0117779383804288
1,3.23524839972742,-4.4757018951174095
1,-2.510681330055901,0.9047911168070089
0,-2.805338326169547,1.1857832169363136
1,-1.6462462522179666,-0.5225492880231825
1,-2.477336255107902,1.3470111588436366
0,-2.3669455434263105,1.0631349568737485
0,-1.9138544235752475,1.7038177274381718
1,-0.8278129421896252,0.1539355350014776
1,-2.252696623446057,1.4559928474211241
1,-2.524310720960733,1.6766677759194368
0,-2.5293370175732086,0.9861050397872111
0,-2.8795373689736072,1.6211757471388082
1,-2.2914984703292114,1.4350514669311347
0,-0.3045206015964108,4.056571790903865
0,-2.3282320019508953,1.1171333322362613
0,-2.2764802747490562,0.9439122382214098
0,-2.5767746160088834,1.9590461300949
1,-3.610326798312205,2.826328313048836
0,-2.4557483099425803,1.257885713903236
1,-1.8392133055143018,2.1951458856705397
1,-2.675522830290854,1.9969563588768828
1,1.7840618282011338,1.2041809026358774
1,0.8178658638342973,-0.6996792444394473
1,-4.59953834140714,-2.477197207069708
0,-2.3899283211646516,0.9055341248069895
1,-2.17742147930971,3.9830065535471064
0,-2.6188766229886844,1.9397166529173941
0,-2.3926524031733507,1.1784799808109327
0,-2.275393088149438,1.8405220946758254
1,-2.8396137685784733,-0.7979168076159254
1,2.432241903276165,1.543082347183094
1,-3.0185931022299233,3.0336018002847616
0,-2.2437313627070816,0.9535212245822553
0,-2.7100413920840243,1.8167987097794225
1,2.033361963082223,-2.497402257300492
1,2.6548273707684666,-1.877508734791677
1,-1.146291320801377,1.8111136567941104
0,-2.658358307616508,1.4637041632559538
1,4.88919892264699,-2.4023918350190905
0,-2.301682808298005,1.8314530157896929
0,-2.63143062483708,1.6022769893410096
0,-1.0786568252930362,1.7531635466775186
1,1.1560045606245701,-1.0357781913119035
1,3.585737932988092,-3.483352669114383
1,-2.4616851593208198,1.2569239870499076
1,4.123331068777202,-0.3632914579646729
0,-1.1657535550351472,-3.3269659916832826
1,-2.021757039822716,1.5586206703473566
1,-0.4081819089454475,-3.395377711877749
1,-2.252253076327481,-4.107206915365092
1,-4.482560838933162,2.987934071327612
0,-2.219767650139196,1.010005373820914
0,-2.200693818144534,1.3997750882951214
0,-2.3215954582642833,1.6981414116734639
1,2.064817937863373,2.065706726036096
1,4.387439900889928,0.4060199891364896
1,-2.4283462052957883,1.809006419651376
1,4.975321457373586,-2.37408072555207
